Tanggal,Pintu Masuk,Jumlah Kunjungan
2025-11-01,Tanjung Benoa,
2025-11-01,Tanjung Mas,
2025-11-01,Sam Ratulangi,
2025-11-01,C. Pintu Darat,
2025-11-01,Total,
2025-11-01,Pintu Laut Lainnya,
2025-11-01,Entikong,
2025-11-01,Nanga Badau,
2025-11-01,Pintu Darat Lainnya,
2025-11-01,Jumlah (A+B+C),
2025-11-01,Lainnya,
2025-11-01,Tanjung Uban,
2025-11-01,Jayapura,
2025-11-01,Aruk,
2025-12-01,A. Pintu Udara,
2025-12-01,Ngurah Rai,
2025-12-01,Soekarno-Hatta,
2025-12-01,Juanda,
2025-12-01,Kualanamu,
2025-12-01,Husein Sastranegara,
2025-12-01,Hasanuddin,
2025-12-01,Bandara Int. Lombok,
2025-12-01,Minangkabau,
2025-12-01,Sultan Syarif Kasim II,
2025-12-01,Sultan Iskandar Muda,
2025-12-01,Ahmad Yani,
2025-12-01,Supadio,
2025-12-01,Lainnya,
2025-12-01,Adi Sucipto,
2025-12-01,Sultan Badaruddin II,
2025-12-01,Atambua,
2025-12-01,B. Pintu Laut,
2025-12-01,Pintu Udara Lainnya,
2025-12-01,Tanjung Uban,
2025-12-01,Tanjung Pinang,
2025-12-01,Tanjung Balai Karimun,
2025-12-01,Tanjung Benoa,
2025-12-01,Tanjung Mas,
2025-12-01,Pintu Laut Lainnya,
2025-12-01,Jumlah (A+B+C),
2025-12-01,Jayapura,
2025-12-01,Entikong,
2025-12-01,Aruk,
2025-12-01,Nanga Badau,
2025-12-01,Pintu Darat Lainnya,
2025-12-01,Batam,
2025-12-01,C. Pintu Darat,
2025-12-01,Sam Ratulangi,
2025-12-01,Total,
